isotype	ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9
CX11292	Princeton1-PL_13-CX11292	UNKNOWN	CX11292	13622391	13541138	0	211.497	13289463	285745	15713	8022	6026	4493	3124	1861	976	490	195	113	320	1330	1756	1553	1211	767110	602238	449728	311090	219120	116205	73864	41610	21850	12164
CX11292	Princeton1-PL_14-CX11292	UNKNOWN	CX11292	30078198	29897080	0	164.412	29321341	648540	35394	18088	13546	10278	7287	4656	2608	1243	571	268	267	612	946	3356	9197	1927148	1596762	1236937	903213	641955	401749	257359	152852	88354	52719
CX11307	BGI1-RET5-CX11307	UNKNOWN	CX11307	22107961	21885981	0	101.249	21535057	450158	35420	24038	20227	15516	10786	6035	2945	1360	486	415	603	825	2495	1595	0	1019753	1864453	1549473	1209684	875644	321589	464232	283320	170471	100626
CX11307	BGI2-RET5-CX11307	UNKNOWN	CX11307	19689712	19491624	0	107.575	19178775	399355	31769	21680	18295	14133	9711	5659	2799	1279	487	376	591	827	2450	1526	0	909383	1663595	1387773	1084002	786819	288572	418372	256669	155416	92104
CX11307	BGI3-RET5a-CX11307	UNKNOWN	CX11307	39151206	38749023	0	87.442	38146079	797985	61752	41205	33984	26532	18180	10458	5146	2348	885	569	529	992	2838	1724	0	1782741	3255733	2713153	2122348	1540977	567433	828565	512547	309895	185892
CX11314	BGI1-RET3-CX11314	UNKNOWN	CX11314	16974746	16800860	0	137.726	16549382	340835	24188	15406	12193	9338	6196	3720	1743	925	424	406	976	1370	4994	2650	0	749080	1363368	1137102	891859	660954	242771	357665	219117	133269	77335
CX11314	BGI2-RET3-CX11314	UNKNOWN	CX11314	19477124	19275612	0	130.665	18991533	389104	27963	17796	13892	10711	7336	4313	2145	1075	451	456	1051	1400	5301	2597	0	861361	1564548	1305586	1023503	760030	280047	411439	252124	155113	90535
CX11314	BGI3-RET3b-CX11314	UNKNOWN	CX11314	30731679	30409571	0	102.079	29974731	617801	43149	26432	20827	15322	10919	6307	3095	1467	634	478	666	1652	5845	2354	0	1341224	2423613	2015351	1580750	1162981	431175	635870	393245	241719	142721
CX11315	BGI1-RET1-CX11315	UNKNOWN	CX11315	16762010	16547936	0	191.6	16286197	342911	31826	24291	20934	17023	13222	8245	4203	2058	1003	724	967	1406	5029	1971	0	757027	1398081	1177758	937743	704669	261978	389441	243886	152330	90843
CX11315	BGI2-RET1-CX11315	UNKNOWN	CX11315	14577713	14391730	0	200.748	14165025	297483	27271	21010	17714	14795	11232	7262	3620	1791	865	628	838	1420	4879	1880	0	658116	1213882	1020356	810039	609239	226058	334336	209517	129994	78120
CX11315	BGI3-RET1b-CX11315	UNKNOWN	CX11315	25877378	25550948	0	175.636	25157615	527333	47643	36247	30685	24718	19068	11636	5695	2933	1334	836	943	1824	6422	2446	0	1161990	2127296	1773259	1389049	1025362	377673	552277	341472	208630	122808
DL200	BGI1-RET4-DL200	UNKNOWN	DL200	7992840	7937306	0	103.548	7797790	161085	10477	6690	5029	3701	2461	1398	696	318	128	101	279	398	1332	957	0	342782	617012	508303	393081	286733	104930	152732	93543	56257	32186
DL200	BGI2-RET4-DL200	UNKNOWN	DL200	7555543	7502669	0	102.425	7372551	151056	9852	6382	4820	3409	2292	1232	558	295	107	88	247	307	1374	973	0	321379	578321	475549	367134	267956	97918	141917	87165	52651	31414
DL200	BGI3-RET4a-DL200	UNKNOWN	DL200	26446387	26252445	0	67.8931	25807950	532289	35009	21267	16644	12352	8205	4626	2298	969	369	203	207	476	2143	1380	0	1147458	2076113	1725271	1346599	984631	365288	533975	333707	203717	121044
DL226	BGI1-RET2-DL226	UNKNOWN	DL226	29637611	29338547	0	106.833	28858601	611203	49031	32668	26585	21136	15028	9001	4369	1926	799	538	754	1075	3046	1851	0	1317991	2416503	2017069	1579644	1155976	425532	620766	383128	233197	138145
DL226	BGI2-RET2-DL226	UNKNOWN	DL226	27801364	27519296	0	99.8249	27081046	569294	45146	29641	24284	18639	13049	7704	3870	1621	728	469	633	992	2637	1611	0	1232422	2259245	1879398	1471864	1072876	395475	577114	358166	219011	132065
DL226	BGI3-RET2b-DL226	UNKNOWN	DL226	33187217	32837483	0	97.8098	32312808	687480	54931	36404	29758	23472	16960	10235	5125	2348	981	511	578	1059	2968	1599	0	1492943	2762397	2327444	1850702	1368259	510373	750965	475175	296194	181712
DL238	BGI1-RET1-DL238	UNKNOWN	DL238	12319056	12081536	0	224.764	11970582	245197	22662	18122	15924	13073	9413	5475	2973	1468	862	705	1227	1931	6666	2776	0	593548	1097866	933081	746678	566495	208514	307570	192025	120551	72399
DL238	BGI2-RET1-DL238	UNKNOWN	DL238	12645446	12402232	0	220.857	12291650	249938	23349	18121	15994	13080	9328	5639	2991	1476	764	728	1167	2142	6538	2541	0	608641	1124653	952211	760991	574762	210779	310224	195057	121602	72350
DL238	BGI3-RET1a-DL238	UNKNOWN	DL238	35553799	34894985	0	165.765	34586092	708735	62657	48718	42694	34369	24354	14299	7094	3474	1625	1274	1916	3045	9925	3528	0	1644161	3004931	2515164	1987277	1472202	542835	794332	493672	304607	181103
DL238	Princeton1-PL_12-DL238	UNKNOWN	DL238	15292532	14879951	0	121.822	14946825	305709	13804	7600	5765	4101	2821	1562	983	453	210	116	238	1018	752	394	181	879118	697044	519570	352277	232371	118350	72272	38436	19219	9732
DL238	Princeton1-PL_21-DL238	UNKNOWN	DL238	15727852	15281951	0	141.833	15328944	325122	20304	12895	10213	7845	5819	3563	1908	1051	570	442	628	2089	2360	3185	914	1268288	1145637	954356	722881	539418	312743	207806	123082	67838	40466
DL238	Princeton2-P-DL238	UNKNOWN	DL238	45604916	44679441	0	157.377	44375632	907600	78702	61047	53046	42124	30116	17694	8961	4375	2181	1678	2397	3632	11337	4394	0	2102530	3851013	3225757	2554836	1899373	704218	1035837	649493	404956	244653
ECA36	UChicago-EA1-ECA36	UNKNOWN	ECA36	15223185	14939172	0	132.61	14848499	321019	16821	8520	6363	4703	3741	2359	1293	625	303	252	325	477	490	1633	5762	1110538	951846	771657	586379	432400	304979	195843	130665	82236	53905
ECA36	UChicago2-L007-ECA36	UNKNOWN	ECA36	14875776	14540187	0	106.056	14504002	319493	17479	9459	6699	4813	3664	2286	1298	673	303	213	263	209	287	650	3985	1071788	920880	739924	564385	408481	284910	181056	120623	74036	48319
ED3005	BGI1-RET5-ED3005	UNKNOWN	ED3005	19860372	19657401	0	104.686	19355950	400750	30697	20249	16408	12566	8834	5269	2573	1184	477	300	558	732	2370	1455	0	899822	1630571	1346976	1041680	753822	276909	401464	242990	144983	85522
ED3005	BGI2-RET5-ED3005	UNKNOWN	ED3005	17962850	17779659	0	108.773	17505857	360885	27748	18875	15408	11921	8157	4811	2280	1060	455	309	611	670	2336	1467	0	809678	1473397	1215467	937493	681907	248986	362971	218832	132030	78517
ED3005	BGI3-RET5a-ED3005	UNKNOWN	ED3005	37504595	37109716	0	88.1346	36556522	757879	57229	38038	30769	23853	16636	9721	4669	2352	820	456	443	836	2747	1625	0	1679288	3052960	2521319	1955070	1418989	523487	760487	465649	280276	166062
ED3005	MMP-ML_2-ED3021	UNKNOWN	ED3005	3879557	3812984	0	88.6494	3786905	79847	4226	2308	1784	1365	986	593	346	224	142	90	84	102	131	180	244	277187	236518	190042	143854	103218	71062	46543	29390	18581	12378
ED3005	MMP-ML_3-ED3021	UNKNOWN	ED3005	6762969	6664278	0	91.3061	6601157	139024	7419	4067	3139	2444	1788	1092	631	360	213	125	137	172	220	386	595	492558	421589	338809	255148	183619	127786	82471	52399	32927	21151
ED3005	MMP-ML_5-ED3021	UNKNOWN	ED3005	3759070	3704829	0	102.981	3668723	77122	4257	2325	1765	1368	1007	588	323	195	110	35	34	54	107	471	586	275351	236905	189866	143218	103555	72247	46900	29383	18629	12217
ED3005	MMP-ML_6-ED3021	UNKNOWN	ED3005	4712545	4637119	0	94.3119	4599568	97018	5213	2788	2193	1666	1207	719	430	238	114	64	58	100	170	401	598	343323	295522	239426	180233	130641	91155	59122	37388	23910	15614
ED3005	MMP-ML_7-ED3021	UNKNOWN	ED3005	8331723	8195224	0	92.9557	8132221	171647	8975	5128	3875	2865	2051	1233	778	441	194	111	94	145	298	648	1019	605321	520592	418423	314520	227259	158766	101870	64132	40691	26205
ED3011	BGI1-RET3-ED3011	UNKNOWN	ED3011	14093656	13922582	0	188.227	13724736	277461	22082	15837	13305	10687	7748	4469	2313	1169	549	562	1423	1796	6481	3038	0	656755	1208782	1021653	812089	610737	226981	335824	209469	130736	77661
ED3011	BGI2-RET3-ED3011	UNKNOWN	ED3011	16259018	16057927	0	182.991	15834129	318481	25801	18650	15748	12537	9009	5431	2669	1365	710	683	1460	2028	7242	3075	0	758699	1397128	1184616	942785	710404	264445	389824	245335	153538	92080
ED3011	BGI3-RET3a-ED3011	UNKNOWN	ED3011	25982884	25665244	0	129.237	25326010	511710	39170	27095	22599	17559	12304	7433	3636	1865	804	608	782	1986	6766	2557	0	1187772	2171679	1828212	1445501	1076538	403069	592882	373349	233157	139253
ED3012	BGI1-RET6-ED3012	UNKNOWN	ED3012	2719688	2709179	0	277.459	2642307	55577	4734	3619	3165	2724	1863	1014	503	249	159	173	434	566	1566	1035	0	122937	225744	188537	146362	109160	39407	57128	33446	19943	11280
ED3012	BGI2-RET6-ED3012	UNKNOWN	ED3012	9586106	9546746	0	176.906	9322513	195106	16693	12329	10874	8518	6288	3501	1689	811	366	304	614	979	3690	1831	0	439941	813492	689236	548673	411777	151844	227158	139779	87178	52494
ED3012	BGI3-RET6a-ED3012	UNKNOWN	ED3012	23481953	23382458	0	140.112	22851718	474363	40585	30286	25821	20232	14029	7876	3856	1882	1093	811	943	2061	4682	1715	0	1044905	1913467	1600023	1262606	934507	351899	523935	329332	206483	126204
ED3012	Princeton1-PL_17-ED3012	UNKNOWN	ED3012	24038245	23878875	0	200.39	23443771	500051	27133	15522	12314	9535	6640	3867	1981	1054	560	356	850	4401	4123	4792	1295	1624805	1352372	1062085	755422	540498	299755	193174	110969	57694	34083
ED3017	BGI1-RET2-ED3017	UNKNOWN	ED3017	11589037	11502629	0	157.58	11279706	234222	19222	14028	12290	9486	6744	3862	2107	972	413	278	429	638	2859	1781	0	511766	945003	785884	611724	447863	164407	240789	148615	93993	59725
ED3017	BGI2-RET2-ED3017	UNKNOWN	ED3017	10768112	10687280	0	154.269	10484417	216362	17893	12707	10747	8356	5852	3448	1774	836	354	242	359	607	2560	1598	0	471639	869346	717682	554203	404956	147267	216280	132864	84323	53027
ED3017	BGI3-RET2a-ED3017	UNKNOWN	ED3017	19056512	18902372	0	121.281	18558330	384433	31064	21976	18618	14566	10376	6089	3222	1471	565	369	367	641	2959	1466	0	845729	1561835	1299728	1019762	746965	275780	406034	253092	160923	103484
ED3017	MMP-ML_2-ED3017	UNKNOWN	ED3017	4282833	4227966	0	77.9044	4181908	87509	4548	2479	1889	1472	1062	681	356	185	102	79	59	96	87	125	196	296601	253333	203214	151136	108329	74205	47696	30585	19699	13244
ED3017	MMP-ML_3-ED3017	UNKNOWN	ED3017	6447091	6379946	0	81.6287	6294006	132249	6843	3892	2998	2255	1649	996	596	294	171	90	94	112	151	272	423	455363	391988	314024	233911	168107	115354	74061	47176	30025	20176
ED3017	MMP-ML_5-ED3017	UNKNOWN	ED3017	3640212	3602948	0	85.6351	3553068	74680	4086	2303	1839	1398	923	537	315	160	65	39	25	33	74	261	406	258722	224591	178571	132440	95991	65757	42157	26807	17391	11499
ED3017	MMP-ML_6-ED3017	UNKNOWN	ED3017	4936322	4878484	0	80.2125	4818904	101210	5305	3108	2318	1785	1252	762	421	211	104	48	49	68	87	237	453	349339	301339	242238	181291	130221	89803	57894	37199	23613	15786
ED3017	MMP-ML_7-ED3017	UNKNOWN	ED3017	8927285	8819086	0	80.1766	8715264	183461	9528	5384	4097	3065	2165	1322	724	374	185	79	83	109	204	484	757	630886	541079	434816	321764	231094	158721	101857	64439	41041	27321
ED3017	Princeton1-PL_23-ED3017	UNKNOWN	ED3017	46948883	45448053	0	116.664	45763864	1003233	58305	32980	26027	20111	14454	8738	4995	2354	1116	524	730	2411	2504	2778	3759	3220314	2736064	2178926	1591400	1149679	704652	471807	306625	202991	161389
ED3017	UChicago2-L007-ED3017	UNKNOWN	ED3017	14702338	14578798	0	90.4619	14311313	329785	20640	11484	8443	6690	4760	2921	1760	887	394	175	125	117	142	380	2322	1088972	955247	781522	599898	433553	303890	194606	126814	81310	57543
ED3040	BGI1-RET7-ED3040	UNKNOWN	ED3040	18131344	18032174	0	107.834	17672371	365594	27680	18248	15034	11529	7660	4490	2097	883	403	300	626	803	2231	1395	0	791079	1426925	1167475	902064	650061	237221	343822	208833	124900	72056
ED3040	BGI2-RET7-ED3040	UNKNOWN	ED3040	16547265	16456506	0	111.057	16127732	333369	24991	16856	13791	10591	7262	4084	2035	837	392	299	607	737	2242	1440	0	727032	1309728	1078289	834439	604237	221145	322415	196934	118567	69802
ED3040	BGI3-RET7a-ED3040	UNKNOWN	ED3040	28142517	27985657	0	100.77	27423961	568792	43806	29704	24871	18500	12729	7337	3533	1471	791	596	775	1534	2854	1263	0	1232520	2227356	1845897	1439295	1052027	394584	580302	363539	224748	137415
ED3040	MMP-ML_2-ED3040	UNKNOWN	ED3040	4820575	4767617	0	99.809	4707817	97080	5064	2816	2216	1598	1191	764	414	221	140	139	166	159	213	232	345	333185	283810	226509	169170	120098	82308	53624	34312	21497	13983
ED3040	MMP-ML_3-ED3040	UNKNOWN	ED3040	8174583	8102363	0	99.6464	7983060	165161	8261	4691	3705	2804	2036	1217	710	402	231	166	192	235	347	512	853	573846	492264	393232	293444	208843	144294	92975	58288	36677	23882
ED3040	MMP-ML_5-ED3040	UNKNOWN	ED3040	3779252	3745303	0	112.835	3689705	76744	4000	2218	1720	1331	945	528	334	185	69	44	50	84	165	469	661	268175	230095	185513	137228	98452	67511	43728	27690	17011	11150
ED3040	MMP-ML_6-ED3040	UNKNOWN	ED3040	3999062	3959059	0	105.709	3904936	80903	4205	2337	1739	1386	986	602	326	174	92	59	58	94	193	351	621	282252	243044	195421	145514	103556	72294	46785	29664	18191	11893
ED3040	MMP-ML_7-ED3040	UNKNOWN	ED3040	7500620	7422059	0	103.473	7325813	149866	7981	4479	3443	2624	1782	1151	616	313	159	112	124	170	345	630	1012	527228	450818	360163	268792	191713	132077	85397	53761	33030	21723
ED3040	Princeton1-PL_10-ED3040	UNKNOWN	ED3040	20850551	20685651	0	119.015	20350526	434802	22633	12180	9452	7116	4998	2854	1575	670	328	147	239	762	867	729	673	1192278	958211	716212	500593	347337	190151	122733	71332	39280	23570
ED3040	Princeton1-PL_11-ED3040	UNKNOWN	ED3040	44774032	44375081	0	115.724	43675419	951981	49885	26352	19950	15177	11051	6399	3507	1687	835	367	369	947	1382	2857	5867	2852437	2364484	1819276	1328754	932231	581395	372462	225422	134663	86140
ED3046	BGI1-RET2-ED3046	UNKNOWN	ED3046	18350950	18167817	0	136.997	17860345	371515	31297	23301	19790	15347	10536	6270	3003	1224	570	437	821	1036	3381	2077	0	828190	1512170	1258570	987021	725066	268524	390462	240985	148725	89782
ED3046	BGI2-RET2-ED3046	UNKNOWN	ED3046	17625407	17449015	0	131.709	17161371	353630	29535	21638	18443	14174	9762	5750	2671	1078	497	389	723	983	2931	1832	0	786966	1434315	1187779	925477	676822	248749	361054	221883	136040	82343
ED3046	BGI3-RET2b-ED3046	UNKNOWN	ED3046	27261515	26977142	0	120.665	26533933	551292	46526	34350	29563	22951	16638	9903	4797	1985	891	562	635	1370	4178	1941	0	1244744	2300257	1939527	1542186	1144909	429322	634003	397979	248226	154102
ED3046	Princeton1-PL_13-ED3046	UNKNOWN	ED3046	17014920	16824465	0	121.693	16598180	359327	19952	10991	8420	6330	4313	2594	1356	614	253	118	171	624	738	538	401	980432	780869	589301	412760	286646	153602	98611	55904	29368	16709
ED3046	Princeton1-PL_14-ED3046	UNKNOWN	ED3046	37035408	36617659	0	119.094	36098649	802453	44917	24741	18453	14247	9959	6249	3448	1621	636	279	301	798	1051	2526	5080	2420706	2025010	1584925	1154631	820215	515261	328672	197642	114051	68383
ED3048	BGI1-RET4-ED3048	UNKNOWN	ED3048	14206367	14133843	0	137.362	13832977	287189	23192	16207	13681	10573	7581	4252	2183	960	406	322	743	893	3011	2197	0	656462	1201709	1000349	781730	576863	211251	306822	188895	115090	68127
ED3048	BGI2-RET4-ED3048	UNKNOWN	ED3048	13031045	12963215	0	133.347	12692112	262641	20929	14368	11962	9298	6494	3633	1740	823	362	283	665	891	2960	1884	0	600068	1098084	915756	714148	525045	193181	281417	173338	106826	63819
ED3048	BGI3-RET4a-ED3048	UNKNOWN	ED3048	35791109	35600367	0	100.511	34866989	720607	57167	39358	33242	26015	18831	11140	5352	2428	1008	625	654	1331	4181	2181	0	1666611	3067707	2584828	2041884	1515102	564626	826722	518863	320823	194702
ED3048	MMP-ML_2-ED3042	UNKNOWN	ED3048	3906534	3858300	0	94.747	3815563	78776	4024	2251	1663	1283	920	545	301	177	105	85	108	102	153	195	283	266859	225626	177314	130691	93106	63698	41349	26434	16457	10648
ED3048	MMP-ML_3-ED3042	UNKNOWN	ED3048	6383751	6321749	0	98.0889	6234378	129207	6665	3647	2665	2110	1489	1006	530	302	175	104	146	145	190	381	611	444074	377995	298650	220875	157542	107184	69248	43150	27234	17814
ED3048	MMP-ML_5-ED3042	UNKNOWN	ED3048	3453355	3418776	0	114.004	3372171	69567	3770	1975	1555	1210	832	551	317	167	80	30	25	40	105	388	572	241693	204948	163535	120605	85818	58521	37690	23413	14827	9616
ED3048	MMP-ML_6-ED3042	UNKNOWN	ED3048	4688915	4634925	0	97.0895	4578536	95454	4792	2686	2059	1613	1127	671	373	197	106	68	58	96	159	381	539	326446	277840	221157	164655	116913	80360	51438	32754	20732	13332
ED3048	MMP-ML_7-ED3042	UNKNOWN	ED3048	8520826	8421217	0	94.4696	8321690	172165	8888	4927	3822	2818	1926	1200	672	352	150	105	90	156	272	600	993	592546	502531	395916	293802	208866	142567	91617	57986	36019	23213
ED3049	BGI1-RET1-ED3049	UNKNOWN	ED3049	15758015	15048623	0	158.934	15306401	320432	31458	25026	22139	17835	12910	7998	4072	1784	783	536	860	1008	3340	1433	0	694194	1292683	1110090	912717	714298	278456	435428	294270	197364	123957
ED3049	BGI2-RET1-ED3049	UNKNOWN	ED3049	14831468	14175703	0	159.615	14408632	300621	29504	23193	20511	16601	12016	7381	3805	1661	670	477	712	990	3270	1424	0	653446	1213123	1041446	853503	664313	259672	404633	274871	181895	116302
ED3049	BGI3-RET1b-ED3049	UNKNOWN	ED3049	25718359	24635242	0	149.032	24993419	523433	49452	39105	34199	27722	19621	12199	6075	2736	1156	697	928	1338	4386	1893	0	1133547	2092512	1773819	1436998	1098942	425406	653192	434807	285542	178182
ED3049	MMP-ML_2-ED3049	UNKNOWN	ED3049	4253843	4181624	0	84.5866	4153870	86100	4566	2656	1999	1505	1095	625	389	209	128	68	74	84	111	151	213	291417	246430	195565	145127	104152	71316	46579	29313	18487	12084
ED3049	MMP-ML_3-ED3049	UNKNOWN	ED3049	7287728	7184952	0	85.9231	7115906	147526	7858	4565	3456	2812	1934	1087	675	339	170	123	109	151	193	290	534	509363	433358	343853	255495	183332	125695	80924	51023	31862	20840
ED3049	MMP-ML_5-ED3049	UNKNOWN	ED3049	3554091	3504562	0	92.2774	3469290	72606	3937	2254	1751	1345	949	547	300	131	80	30	34	50	104	304	379	250448	214494	170711	126440	91230	62324	39871	25395	15994	10360
ED3049	MMP-ML_6-ED3049	UNKNOWN	ED3049	4177869	4112440	0	84.556	4079236	84736	4571	2630	1945	1565	1063	635	344	170	76	42	37	82	118	229	390	293982	250570	200156	148667	107363	74242	47893	29774	19133	12380
ED3049	MMP-ML_7-ED3049	UNKNOWN	ED3049	7795424	7672175	0	87.4201	7610633	158822	8623	4827	3736	2825	1949	1165	668	346	150	82	88	113	242	444	711	544799	463475	369297	274325	196803	134898	86484	54633	33839	22196
ED3049	Princeton1-PL_15-ED3049	UNKNOWN	ED3049	13007880	12667242	0	120.814	12693326	269835	15304	8762	6653	5221	3591	2034	1020	453	175	76	130	441	409	284	166	713621	568714	430013	288461	205694	104909	71828	47435	32127	29375
ED3049	Princeton1-PL_16-ED3049	UNKNOWN	ED3049	50526038	46551943	0	95.569	49333106	1020664	57339	31917	24408	19388	13434	8120	4569	2123	863	382	359	717	1079	2589	4981	3234331	2746472	2176984	1618443	1178631	772658	545165	402052	343501	364782
ED3052	BGI1-RET5-ED3052	UNKNOWN	ED3052	16211628	16077526	0	80.2306	15815732	328857	22379	13748	10347	7621	4983	2897	1429	607	286	191	199	282	1245	825	0	673707	1205950	975176	741920	526218	191493	277412	167424	100258	57678
ED3052	BGI2-RET5-ED3052	UNKNOWN	ED3052	14287634	14169043	0	83.2398	13940387	287662	19826	12227	9000	6775	4540	2610	1248	511	239	157	242	319	1112	779	0	590900	1059704	855501	648345	459820	167296	243420	148068	88760	51959
ED3052	BGI3-RET5b-ED3052	UNKNOWN	ED3052	34491904	34199754	0	67.8918	33657197	696353	47737	28806	21766	15550	10399	5744	2805	1122	584	444	432	646	1561	758	0	1397539	2497593	2017504	1539285	1096603	405158	594971	371440	227785	137644
ED3052	MMP-ML_2-ED3052	UNKNOWN	ED3052	4098257	4043989	0	76.3572	4002676	82884	4266	2355	1847	1379	1003	604	332	170	90	65	77	90	103	132	184	287444	242812	193288	144011	103356	71604	46907	29811	19092	12275
ED3052	MMP-ML_3-ED3052	UNKNOWN	ED3052	6575214	6501292	0	76.142	6421825	132585	6845	3985	3014	2264	1658	985	589	271	150	87	84	112	159	239	362	470528	399123	318367	237985	170170	118423	77171	49050	31021	20032
ED3052	MMP-ML_5-ED3052	UNKNOWN	ED3052	3353571	3315909	0	83.1358	3274302	68163	3621	2137	1625	1121	884	491	308	133	64	43	30	29	50	237	333	241361	205926	165549	122522	88126	61345	39880	25241	16064	10360
ED3052	MMP-ML_6-ED3052	UNKNOWN	ED3052	4322717	4269182	0	76.1186	4221163	87783	4597	2619	2023	1457	1042	661	339	178	95	56	53	61	97	201	292	308867	264273	211130	158060	113749	79434	51185	33225	20847	13606
ED3052	MMP-ML_7-ED3052	UNKNOWN	ED3052	8117577	8013460	0	76.7709	7928004	163575	8562	4908	3824	2902	2036	1210	705	334	151	105	76	95	182	388	520	579688	494372	392921	292466	209728	145090	95014	60204	37704	24306
ED3073	BGI1-RET4-ED3073	UNKNOWN	ED3073	15260632	15154586	0	117.229	14879052	302705	22322	15056	12359	9541	6410	3538	1722	773	406	361	892	696	2790	2009	0	684823	1243951	1032027	806998	594384	219258	317958	197842	120557	71357
ED3073	BGI2-RET4-ED3073	UNKNOWN	ED3073	13904853	13807199	0	121.005	13558234	274719	20224	13703	11276	8549	5734	3176	1547	699	358	339	752	951	2844	1748	0	622906	1131411	940443	736617	542732	199313	290596	182453	111398	67245
